,url,category,day,month,year
126503,https://tuoitre.vn/ca-khuc-xua-cung-co-an-treo-1299120.htm,van-hoa,16,4,2017
104013,https://tuoitre.vn/truyen-ngan-1200-chu-nuoc-mat-cua-noi-20170910123824051.htm,van-hoa,10,9,2017
104113,https://tuoitre.vn/chuyen-xe-ngua-ve-bay-nui-va-di-tim-banh-chung-banh-giay-20171026105956385.htm,van-hoa,26,10,2017
103036,https://tuoitre.vn/quy-phan-chau-trinh-vinh-danh-nha-van-hoa-phan-khoi-1286222.htm,van-hoa,24,3,2017
102725,https://tuoitre.vn/hoa-xuan-da-cap-den-ben-binh-dong-1256878.htm,van-hoa,23,1,2017
103680,https://tuoitre.vn/du-lich/anh-chup-bong-sung-dbscl-doat-giai-cuoc-thi-flycam-quoc-te-1344385.htm,van-hoa,6,7,2017
137082,https://tuoitre.vn/duong-hoa-nguyen-hue-nhon-nhip-chieu-toi-mung-4-tet-1258378.htm,van-hoa,1,2,2017
102646,https://tuoitre.vn/xem-live-stream-le-trao-giai-qua-cau-vang-2017-1249327.htm,van-hoa,9,1,2017
104061,https://tuoitre.vn/xin-dung-guc-nga-em-oi-xin-dung-guc-nga-du-doi-trang-den-20170930105735097.htm,van-hoa,30,9,2017
137216,https://tuoitre.vn/pho-di-bo-bui-vien-long-lay-dem-dau-tien-1372267.htm,van-hoa,20,8,2017
126699,https://tuoitre.vn/phan-gia-nhat-linh-loi-hoi-dap-cho-tinh-yeu-dien-anh-1359418.htm,van-hoa,29,7,2017
126597,https://tuoitre.vn/du-lich/dao-dien-kong-dua-dao-dien-gozilla-tham-ha-long-1327530.htm,van-hoa,7,6,2017
144590,https://tuoitre.vn/may-ma-chi-rai-tien-1335444.htm,van-hoa,21,6,2017
137213,https://tuoitre.vn/nghe-nhac-si-vu-thanh-an-chia-se-khong-chi-ve-am-nhac-1363702.htm,van-hoa,4,8,2017
102770,https://tuoitre.vn/loi-chuc-nam-moi-de-thuong-tu-doan-phim-cua-dao-dien-victor-vu-1258015.htm,van-hoa,29,1,2017
104050,https://tuoitre.vn/nsut-quoc-tuan-toi-khong-the-no-mot-van-nguoi-20170926055407032.htm,van-hoa,26,9,2017
102647,https://tuoitre.vn/long-lay-tham-do-qua-cau-vang-2017-1249309.htm,van-hoa,9,1,2017
102871,https://tuoitre.vn/ngay-xuan-doc-ngoi-thay-xa-xam-1265494.htm,van-hoa,16,2,2017
103647,https://tuoitre.vn/pham-huong-duoc-bo-nhiem-lam-dai-su-nhat-ngu-1340983.htm,van-hoa,30,6,2017
104047,https://tuoitre.vn/tac-gia-ca-khuc-em-la-hoa-po-lang-qua-doi-20170926194726944.htm,van-hoa,26,9,2017
104067,https://tuoitre.vn/khi-truyen-hinh-khai-thac-qua-sau-noi-dau-cua-tre-20171002111823003.htm,van-hoa,2,10,2017
126451,https://tuoitre.vn/tranh-biem-hoa-khi-kong-den-viet-nam-1280723.htm,van-hoa,15,3,2017
