,url,category,day,month,year
272766,https://tuoitre.vn/nhung-phat-minh-quan-trong-nhat-the-ky-xxi-20180119115244023.htm,phat-minh,22,1,2018
272767,https://tuoitre.vn/facebook-phat-minh-don-vi-thoi-gian-moi-nho-hon-1-micro-giay-20180124115444285.htm,phat-minh,24,1,2018
272768,https://tuoitre.vn/trung-quoc-tham-vong-phat-trien-tia-laser-xuyen-toac-khoang-khong-20180130105824027.htm,phat-minh,30,1,2018
272769,https://tuoitre.vn/doc-dao-ngoi-nha-co-dep-tham-ghe-tu-chay-ra-don-khach-20180207145117308.htm,phat-minh,7,2,2018
272770,https://tuoitre.vn/mieng-dan-giup-theo-doi-benh-nhan-dot-quy-ung-thu-20180223125059847.htm,phat-minh,23,2,2018
272771,https://tuoitre.vn/phi-hanh-gia-sap-co-bo-do-hanh-phuc-20180224171406627.htm,phat-minh,25,2,2018
272772,https://tuoitre.vn/may-vat-khong-khi-ra-nuoc-20180305101321788.htm,phat-minh,5,3,2018
272773,https://tuoitre.vn/cua-so-tu-doi-mau-tiet-kiem-20-nang-luong-20180306113639443.htm,phat-minh,11,3,2018
272774,https://tuoitre.vn/robot-sap-da-vang-nhan-vien-giao-hang-han-quoc-20180315171626332.htm,phat-minh,15,3,2018
272775,https://tuoitre.vn/microsoft-thong-bao-da-lam-ra-may-dich-thuat-tot-nhu-nguoi-20180315103010723.htm,phat-minh,15,3,2018
272776,https://tuoitre.vn/dai-hoc-my-che-robot-ca-cuu-dai-duong-20180323144935764.htm,phat-minh,23,3,2018
272777,https://tuoitre.vn/top-nhung-phat-minh-moi-chong-ba-hoa-20180326093322483.htm,phat-minh,27,3,2018
272778,https://tuoitre.vn/nguoi-xua-chong-ba-hoa-ra-sao-20180326093330376.htm,phat-minh,27,3,2018
272779,https://tuoitre.vn/phat-hien-bo-phan-moi-trong-co-the-nguoi-20180329105347427.htm,phat-minh,29,3,2018
272780,https://tuoitre.vn/my-che-tao-may-bay-phan-luc-sieu-thanh-the-he-moi-20180404110042997.htm,phat-minh,4,4,2018
272781,https://tuoitre.vn/my-che-tao-thiet-bi-doc-y-nghi-con-nguoi-20180410093103988.htm,phat-minh,10,4,2018
272782,https://tuoitre.vn/may-phat-hien-muoi-tu-xa-2km-20180410022531003.htm,phat-minh,10,4,2018
272783,https://tuoitre.vn/cac-nha-khoa-hoc-vo-tinh-tim-ra-enzyme-tieu-huy-duoc-nhua-20180417205647627.htm,phat-minh,18,4,2018
272784,https://tuoitre.vn/nhung-phat-minh-giup-xem-gio-truoc-khi-co-dong-ho-20180418180232295.htm,phat-minh,20,4,2018
272785,https://tuoitre.vn/lan-dau-tim-thay-khi-heli-o-hanh-tinh-ngoai-he-mat-troi-20180504103629079.htm,phat-minh,4,5,2018
272786,https://tuoitre.vn/xem-video-nguoi-dan-ong-dung-y-nghi-dieu-khien-tay-gia-20180510145051785.htm,phat-minh,10,5,2018
286015,https://tuoitre.vn/sang-che-moi-be-tong-biet-tu-va-khi-bi-nut-20180123114654255.htm,phat-minh,23,1,2018
286016,https://tuoitre.vn/tim-ra-chia-khoa-de-may-tinh-suy-nghi-nhu-nao-nguoi-20180129143353748.htm,phat-minh,31,1,2018
286017,https://tuoitre.vn/khi-ta-bat-song-duoc-nguoi-ngoai-hanh-tinh-thi-ho-da-bien-mat-20180315190151134.htm,phat-minh,16,3,2018
286018,https://tuoitre.vn/nhung-thiet-bi-cuu-mang-khi-hoa-hoan-20180326103431921.htm,phat-minh,28,3,2018
286019,https://tuoitre.vn/con-duong-sac-dien-cho-xe-dau-tien-the-gioi-20180413115235993.htm,phat-minh,13,4,2018
286020,https://tuoitre.vn/robot-bat-chuoc-loai-vat-tu-di-tiep-khi-bi-thuong-20180503094802245.htm,phat-minh,3,5,2018
286021,https://tuoitre.vn/tim-ra-cach-phat-hien-alzheimer-truoc-15-nam-20180507130321164.htm,phat-minh,7,5,2018
317058,https://tuoitre.vn/nghe-thuat-gap-giay-origami-giup-gi-cho-cong-nghe-vu-tru-20180402163052031.htm,phat-minh,3,4,2018
201531,https://tuoitre.vn/hoc-tro-thanh-pho-va-xuan-truong-sa-236696.htm,nhip-song-tre,2,1,2008
201532,https://tuoitre.vn/hoc-moi-noi-236699.htm,nhip-song-tre,2,1,2008
201533,https://tuoitre.vn/sv-3-tot-ren-luyen-khong-bao-gio-la-du-237223.htm,nhip-song-tre,4,1,2008
201534,https://tuoitre.vn/trao-giai-ngoi-but-tre-lan-3---2007-237171.htm,nhip-song-tre,4,1,2008
201535,https://tuoitre.vn/viet-nhu-da-song-237076.htm,nhip-song-tre,4,1,2008
201536,https://tuoitre.vn/trao-tang-3-ti-dong-vi-truong-sa-than-yeu-237077.htm,nhip-song-tre,4,1,2008
201537,https://tuoitre.vn/tu-dien-tuoi-teen-cho-nguoi-lon-237375.htm,nhip-song-tre,6,1,2008
201538,https://tuoitre.vn/hoc-tro-ngheo-giup-nhau-khong-bo-hoc-237327.htm,nhip-song-tre,6,1,2008
201539,https://tuoitre.vn/chung-toi-mo-ve-mot-san-pham-cong-nghe-vn-ra-bien-lon…-237806.htm,nhip-song-tre,8,1,2008
201540,https://tuoitre.vn/xau-va-don-gian-nhu-sofie-237766.htm,nhip-song-tre,8,1,2008
201541,https://tuoitre.vn/sv-nghien-cuu-khoa-hoc-cap-bo-2007-14-cong-trinh-doat-giai-nhat-237665.htm,nhip-song-tre,8,1,2008
201542,https://tuoitre.vn/khong-can-phai-noi-237666.htm,nhip-song-tre,8,1,2008
201543,https://tuoitre.vn/tu-lo-tau-xe-ve-que-voi-tet-237664.htm,nhip-song-tre,8,1,2008
201544,https://tuoitre.vn/tran-thanh-quyen-va-dinh-van-dang-quang-238118.htm,nhip-song-tre,10,1,2008
201545,https://tuoitre.vn/ru-nhau-nuoi-hamster-don-tet-mau-ty-237920.htm,nhip-song-tre,10,1,2008
201546,https://tuoitre.vn/trao-155-suat-hoc-bong-tiep-suc-den-truong-238034.htm,nhip-song-tre,10,1,2008
201547,https://tuoitre.vn/thanh-nien-mong-doi-thoai-thang-than-voi-can-bo-doan-238033.htm,nhip-song-tre,10,1,2008
201548,https://tuoitre.vn/radio-online-nst-44-tu-hao-hssv-viet-nam-238395.htm,nhip-song-tre,12,1,2008
201549,https://tuoitre.vn/chia-se-voi-que-nha-238284.htm,nhip-song-tre,12,1,2008
201550,https://tuoitre.vn/11-thanh-nien-vn-tham-du-chuong-trinh-huu-nghi-thanh-nien-song-mekong-238286.htm,nhip-song-tre,12,1,2008
201551,https://tuoitre.vn/cham-lo-tet-cho-thanh-thieu-nhi-238285.htm,nhip-song-tre,12,1,2008
201552,https://tuoitre.vn/lang-dh-thu-duc-nhieu-ten-trom-bi-bat-la…-sinh-vien-238710.htm,nhip-song-tre,14,1,2008
201553,https://tuoitre.vn/em-chi-can-mot-tia-hy-vong-238708.htm,nhip-song-tre,14,1,2008
201554,https://tuoitre.vn/gioi-tre-gop-tieng-noi-cong-huong-238571.htm,nhip-song-tre,14,1,2008
201555,https://tuoitre.vn/trao-220-suat-hoc-bong-giup-ban-vuot-kho-238660.htm,nhip-song-tre,14,1,2008
201556,https://tuoitre.vn/thach-thuc-20-trieu-do-238567.htm,nhip-song-tre,14,1,2008
201557,https://tuoitre.vn/van-nghe-xung-kich-quang-ba-hinh-anh-dat-nuoc-238572.htm,nhip-song-tre,14,1,2008
201558,https://tuoitre.vn/binh-dinh-hon-600-trieu-dong-giup-thanh-thieu-nien-don-xuan-238569.htm,nhip-song-tre,14,1,2008
201559,https://tuoitre.vn/ban-tin-247-ace-life-cung-ban-buoc-vao-tuong-lai-238573.htm,nhip-song-tre,14,1,2008
201560,https://tuoitre.vn/2-ti-dong-cho-hoat-dong-sv-tphcm-nam-2008-239010.htm,nhip-song-tre,16,1,2008
201561,https://tuoitre.vn/cong-dan-tre-tieu-bieu-tphcm-nam-2007-12-guong-mat-duoc-de-cu-238905.htm,nhip-song-tre,16,1,2008
201562,https://tuoitre.vn/tam-ao-tang-ban---thap-sang-uoc-mo-thieu-nhi-vn-238907.htm,nhip-song-tre,16,1,2008
201563,https://tuoitre.vn/vui-tet-dan-toc---tre-hoc-dieu-hay-den-voi-nha-mo-mai-am-239359.htm,nhip-song-tre,18,1,2008
201564,https://tuoitre.vn/ashley-qualls---thieu-nu-trieu-dola-239308.htm,nhip-song-tre,18,1,2008
201565,https://tuoitre.vn/pho-sv-han-quoc-239223.htm,nhip-song-tre,18,1,2008
201566,https://tuoitre.vn/tiep-nhan-2-ti-dong-ho-tro-sv-239225.htm,nhip-song-tre,18,1,2008
201567,https://tuoitre.vn/xuan-tinh-nguyen-239229.htm,nhip-song-tre,18,1,2008
201568,https://tuoitre.vn/cuu-can-bo-thanh-doan-thoi-chong-my-giao-luu-voi-cac-ban-tre-239224.htm,nhip-song-tre,18,1,2008
201569,https://tuoitre.vn/dong-hanh-cung-ban-tre-nang-cao-tay-nghe-giai-quyet-viec-lam-239226.htm,nhip-song-tre,18,1,2008
201570,https://tuoitre.vn/bai-hoc-tu-me-239081.htm,nhip-song-tre,20,1,2008
201571,https://tuoitre.vn/sinh-vien-ngoai-choi-tet-viet-239503.htm,nhip-song-tre,20,1,2008
201572,https://tuoitre.vn/mua-xuan-cua-hoc-tro-mien-nui-239560.htm,nhip-song-tre,20,1,2008
201573,https://tuoitre.vn/hon-2200-ban-tre-thuc-hien-chuong-trinh-bat-huong-nghia-tinh-239562.htm,nhip-song-tre,20,1,2008
201574,https://tuoitre.vn/thanh-doan-tphcm-trao-5-nha-tinh-thuong-239563.htm,nhip-song-tre,20,1,2008
201575,https://tuoitre.vn/the-gioi-muon-mau-quanh-ta-239564.htm,nhip-song-tre,20,1,2008
201576,https://tuoitre.vn/sinh-vien-ve-tet-mien-phi-bang-tau-5-sao-239915.htm,nhip-song-tre,22,1,2008
201577,https://tuoitre.vn/khoi-dong-cong-dan-tre-tphcm-2007-239865.htm,nhip-song-tre,22,1,2008
201578,https://tuoitre.vn/san-sinh-vien-thuc-tap-239778.htm,nhip-song-tre,22,1,2008
201579,https://tuoitre.vn/sv-cung-nha-truong-hoach-dinh-tuong-lai-239781.htm,nhip-song-tre,22,1,2008
